,challenge_ID,programming_language,challenge_series_ID,total_submissions,publish_date,author_ID,author_gender,author_org_ID,category_id
857,CI24335,1,SI2494,61.0,12-06-2006,AI564193,F,AOI100374,39.0
858,CI24336,1,SI2494,31.0,13-06-2006,AI564194,M,AOI100375,39.0
859,CI24337,1,SI2494,125.0,14-06-2006,AI564195,M,AOI100376,39.0
860,CI24338,1,SI2494,46.0,14-06-2006,AI564196,F,AOI100377,80.0
861,CI24339,1,SI2494,46.0,14-06-2006,AI564197,M,AOI100378,54.0
862,CI24340,1,SI2494,403.0,14-06-2006,AI564198,F,AOI100243,54.0
863,CI24341,1,SI2494,419.0,12-06-2006,AI564199,M,AOI100379,39.0
864,CI24342,1,SI2494,186.0,12-06-2006,AI564200,M,AOI100380,39.0
866,CI24344,1,SI2494,292.0,12-06-2006,AI564202,F,AOI100309,39.0
867,CI24345,1,SI2494,223.0,12-06-2006,AI564203,M,AOI100382,23.0
868,CI24346,1,SI2494,42.0,12-06-2006,AI564204,M,AOI100383,39.0
870,CI24348,1,SI2494,174.0,15-06-2006,AI563680,M,AOI100080,86.0
871,CI24349,1,SI2494,211.0,10-06-2006,AI564206,M,AOI100385,86.0
872,CI24350,1,SI2494,141.0,15-06-2006,AI564207,M,AOI100386,86.0
873,CI24351,1,SI2494,160.0,10-06-2006,AI564208,M,AOI100378,39.0
874,CI24352,1,SI2494,219.0,15-06-2006,AI564195,M,AOI100376,86.0
875,CI24353,1,SI2494,169.0,11-06-2006,AI564209,M,AOI100387,39.0
876,CI24354,1,SI2494,54.0,11-06-2006,AI564210,M,AOI100130,39.0
877,CI24355,1,SI2494,107.0,11-06-2006,AI564211,F,AOI100193,54.0
878,CI24356,1,SI2494,336.0,12-06-2006,AI564212,M,AOI100388,39.0
879,CI24357,1,SI2494,207.0,10-06-2006,AI564213,M,AOI100389,86.0
880,CI24358,1,SI2494,255.0,14-06-2006,AI564214,M,,39.0
881,CI24359,1,SI2494,309.0,10-06-2006,AI564215,M,AOI100390,86.0
882,CI24360,1,SI2494,60.0,13-06-2006,AI564216,M,AOI100391,41.0
883,CI24361,1,SI2494,90.0,15-06-2006,AI564217,M,AOI100080,86.0
884,CI24362,1,SI2494,289.0,15-06-2006,AI564218,M,AOI100392,86.0
885,CI24363,1,SI2494,55.0,15-06-2006,AI564219,M,AOI100393,86.0
886,CI24364,1,SI2494,97.0,10-06-2006,AI564220,M,AOI100025,39.0
887,CI24365,1,SI2494,35.0,13-06-2006,AI564221,M,AOI100394,39.0
889,CI24367,1,SI2494,355.0,13-06-2006,AI564223,M,AOI100135,54.0
890,CI24368,1,SI2494,336.0,13-06-2006,AI564215,M,AOI100390,39.0
891,CI24369,1,SI2494,288.0,13-06-2006,AI564224,F,AOI100080,54.0
892,CI24370,1,SI2494,157.0,13-06-2006,AI564206,M,AOI100385,54.0
893,CI24371,1,SI2494,157.0,10-06-2006,AI563576,M,AOI100001,39.0
894,CI24372,1,SI2494,174.0,15-06-2006,AI564225,M,AOI100396,86.0
895,CI24373,1,SI2494,217.0,10-06-2006,AI563664,F,AOI100072,86.0
896,CI24374,1,SI2494,152.0,15-06-2006,AI564214,M,,86.0
897,CI24375,1,SI2494,106.0,10-06-2006,AI564226,M,AOI100080,86.0
898,CI24376,1,SI2494,588.0,11-06-2006,AI564227,F,AOI100386,39.0
899,CI24377,2,SI2495,68.0,26-10-2006,AI564228,M,AOI100397,
900,CI24378,2,SI2495,106.0,26-10-2006,AI564229,M,AOI100398,
901,CI24379,2,SI2495,80.0,26-10-2006,AI564230,F,AOI100399,
902,CI24380,1,SI2496,359.0,19-05-2006,AI564231,M,AOI100068,50.0
903,CI24381,1,SI2496,372.0,19-05-2006,AI564232,M,AOI100205,41.0
904,CI24382,1,SI2496,366.0,19-05-2006,AI564233,M,AOI100400,41.0
905,CI24383,1,SI2496,140.0,19-05-2006,AI564234,M,AOI100219,39.0
906,CI24384,1,SI2496,315.0,19-05-2006,AI564235,M,AOI100401,50.0
907,CI24385,1,SI2496,164.0,19-05-2006,AI564236,M,AOI100402,50.0
908,CI24386,1,SI2496,51.0,19-05-2006,AI563897,M,AOI100068,
909,CI24387,1,SI2496,169.0,19-05-2006,AI564237,M,AOI100403,39.0
910,CI24388,1,SI2496,186.0,20-05-2006,AI564238,M,AOI100282,39.0
911,CI24389,1,SI2496,335.0,20-05-2006,AI564239,M,AOI100068,50.0
912,CI24390,1,SI2496,387.0,20-05-2006,AI564240,M,AOI100068,50.0
913,CI24391,1,SI2496,149.0,20-05-2006,AI564241,M,AOI100404,50.0
914,CI24392,1,SI2496,120.0,19-05-2006,AI564240,M,AOI100068,112.0
915,CI24393,1,SI2496,289.0,20-05-2006,AI564242,M,AOI100405,50.0
916,CI24394,1,SI2496,81.0,20-05-2006,AI564243,M,AOI100204,
917,CI24395,1,SI2496,260.0,19-05-2006,AI564244,M,AOI100403,40.0
918,CI24396,1,SI2496,209.0,19-05-2006,AI564245,M,AOI100202,40.0
919,CI24397,1,SI2496,234.0,19-05-2006,AI564246,M,AOI100219,67.0
920,CI24398,1,SI2496,62.0,19-05-2006,AI564247,M,AOI100068,
921,CI24399,1,SI2496,45.0,19-05-2006,AI564248,M,AOI100406,
922,CI24400,1,SI2496,423.0,20-05-2006,AI564249,F,AOI100233,40.0
923,CI24401,1,SI2496,292.0,20-05-2006,AI564250,M,AOI100407,39.0
924,CI24402,1,SI2496,43.0,19-05-2006,AI564251,M,AOI100038,
925,CI24403,1,SI2497,425.0,26-06-2006,AI564252,M,AOI100408,62.0
926,CI24404,1,SI2497,49.0,26-06-2006,AI564253,M,AOI100408,
927,CI24405,1,SI2497,49.0,26-06-2006,AI564254,M,AOI100408,
928,CI24406,1,SI2497,230.0,26-06-2006,AI564254,M,AOI100408,50.0
929,CI24407,1,SI2497,205.0,26-06-2006,AI564255,F,AOI100130,62.0
930,CI24408,1,SI2497,170.0,26-06-2006,AI564255,F,AOI100130,62.0
931,CI24409,1,SI2497,314.0,26-06-2006,AI564256,F,AOI100130,54.0
932,CI24410,1,SI2497,237.0,26-06-2006,AI564256,F,AOI100130,62.0
933,CI24411,1,SI2497,121.0,26-06-2006,AI564257,M,AOI100408,
934,CI24412,1,SI2497,247.0,26-06-2006,AI564258,M,AOI100130,60.0
935,CI24413,1,SI2497,221.0,26-06-2006,AI564210,M,AOI100130,60.0
936,CI24414,1,SI2497,75.0,26-06-2006,AI564258,M,AOI100130,
937,CI24415,1,SI2497,480.0,26-06-2006,AI564210,M,AOI100130,60.0
938,CI24416,1,SI2497,96.0,26-06-2006,AI564253,M,AOI100408,62.0
939,CI24417,1,SI2497,99.0,26-06-2006,AI564253,M,AOI100408,
940,CI24418,1,SI2498,153.0,26-06-2006,AI564259,M,AOI100409,86.0
941,CI24419,1,SI2498,62.0,26-06-2006,AI564260,M,AOI100410,86.0
942,CI24420,1,SI2498,108.0,26-06-2006,AI564261,M,AOI100354,86.0
943,CI24421,1,SI2498,66.0,26-06-2006,AI564262,M,,86.0
944,CI24422,1,SI2515,95.0,06-11-2006,AI564263,F,AOI100129,60.0
945,CI24423,1,SI2515,50.0,06-11-2006,AI564264,F,AOI100376,60.0
946,CI24424,1,SI2499,173.0,08-11-2006,AI564265,F,AOI100411,39.0
947,CI24425,1,SI2517,176.0,07-11-2006,AI564266,M,AOI100412,54.0
948,CI24426,1,SI2499,3759.0,07-11-2006,AI564267,M,AOI100413,39.0
949,CI24427,1,SI2517,48.0,08-11-2006,AI564268,M,AOI100414,39.0
950,CI24428,1,SI2517,30.0,07-11-2006,AI564269,M,AOI100415,39.0
951,CI24429,1,SI2514,197.0,08-11-2006,AI564227,F,AOI100386,39.0
952,CI24430,1,SI2514,348.0,08-11-2006,AI564270,M,AOI100416,39.0
953,CI24431,1,SI2514,214.0,07-11-2006,AI564271,M,AOI100096,39.0
955,CI24433,1,SI2519,375.0,05-11-2006,AI564273,F,AOI100417,54.0
956,CI24434,1,SI2499,58.0,07-11-2006,AI564274,M,AOI100378,112.0
957,CI24435,1,SI2499,297.0,06-11-2006,AI564275,M,AOI100013,39.0
958,CI24436,1,SI2499,117.0,06-11-2006,AI564276,M,AOI100025,86.0
959,CI24437,1,SI2499,165.0,06-11-2006,AI564274,M,AOI100378,86.0
960,CI24438,1,SI2499,203.0,06-11-2006,AI564200,M,AOI100380,86.0
961,CI24439,1,SI2499,110.0,06-11-2006,AI564277,M,AOI100418,86.0
962,CI24440,1,SI2499,285.0,06-11-2006,AI564275,M,AOI100013,86.0
963,CI24441,1,SI2519,158.0,05-11-2006,AI564278,M,AOI100419,39.0
964,CI24442,1,SI2515,68.0,06-11-2006,AI564279,F,AOI100420,60.0
965,CI24443,1,SI2515,132.0,06-11-2006,AI564280,M,AOI100421,60.0
966,CI24444,1,SI2499,69.0,06-11-2006,AI564281,M,AOI100422,86.0
967,CI24445,1,SI2499,189.0,06-11-2006,AI564282,M,AOI100423,86.0
968,CI24446,1,SI2499,170.0,06-11-2006,AI564283,F,AOI100424,80.0
969,CI24447,1,SI2499,77.0,06-11-2006,AI564284,M,AOI100229,86.0
970,CI24448,1,SI2499,95.0,06-11-2006,AI564217,M,AOI100080,86.0
971,CI24449,1,SI2515,30.0,06-11-2006,AI564285,F,AOI100425,
972,CI24450,1,SI2515,231.0,06-11-2006,AI564286,M,AOI100426,50.0
973,CI24451,1,SI2515,76.0,06-11-2006,AI564287,M,AOI100386,39.0
974,CI24452,1,SI2515,82.0,06-11-2006,AI564288,M,AOI100427,
975,CI24453,1,SI2515,25.0,06-11-2006,AI564289,M,AOI100428,
976,CI24454,1,SI2515,68.0,06-11-2006,AI564290,M,,56.0
977,CI24455,1,SI2519,463.0,05-11-2006,AI564277,M,AOI100418,39.0
978,CI24456,1,SI2515,73.0,06-11-2006,AI564291,M,AOI100429,76.0
979,CI24457,1,SI2515,76.0,06-11-2006,AI564292,M,AOI100408,80.0
980,CI24458,1,SI2499,184.0,06-11-2006,AI564217,M,AOI100080,39.0
981,CI24459,1,SI2519,763.0,05-11-2006,AI564293,M,AOI100184,54.0
982,CI24460,1,SI2499,150.0,05-11-2006,AI563576,M,AOI100001,39.0
983,CI24461,1,SI2519,1940.0,05-11-2006,AI564294,M,AOI100417,54.0
984,CI24462,1,SI2515,229.0,06-11-2006,AI564295,M,AOI100430,54.0
985,CI24463,1,SI2515,86.0,06-11-2006,AI564296,F,AOI100431,54.0
986,CI24464,1,SI2514,318.0,07-11-2006,AI564297,M,AOI100390,56.0
987,CI24465,1,SI2517,136.0,07-11-2006,AI564298,M,AOI100432,39.0
988,CI24466,1,SI2514,98.0,07-11-2006,AI564299,M,AOI100389,
989,CI24467,1,SI2514,122.0,07-11-2006,AI564300,M,AOI100192,62.0
990,CI24468,1,SI2517,289.0,08-11-2006,AI564276,M,AOI100025,39.0
991,CI24469,1,SI2514,210.0,07-11-2006,AI564301,M,AOI100093,56.0
992,CI24470,1,SI2514,486.0,09-11-2006,AI564302,M,AOI100312,80.0
993,CI24471,1,SI2514,128.0,09-11-2006,AI564303,F,AOI100096,47.0
995,CI24473,1,SI2514,135.0,07-11-2006,AI564305,M,AOI100434,54.0
996,CI24474,1,SI2514,246.0,09-11-2006,AI564306,M,AOI100378,39.0
997,CI24475,1,SI2514,127.0,07-11-2006,AI564307,M,AOI100435,54.0
998,CI24476,1,SI2514,61.0,07-11-2006,AI564308,M,AOI100436,
999,CI24477,1,SI2515,193.0,06-11-2006,AI564309,M,AOI100174,60.0
1000,CI24478,1,SI2515,65.0,06-11-2006,AI564310,M,AOI100437,60.0
1001,CI24479,1,SI2515,47.0,06-11-2006,AI564311,M,AOI100222,80.0
1002,CI24480,1,SI2514,120.0,09-11-2006,AI564312,M,AOI100250,56.0
1003,CI24481,1,SI2514,252.0,07-11-2006,AI564313,F,AOI100067,54.0
1004,CI24482,1,SI2514,34.0,09-11-2006,AI564264,F,AOI100376,
1005,CI24483,1,SI2514,191.0,09-11-2006,AI564314,F,AOI100390,81.0
1006,CI24484,1,SI2514,227.0,09-11-2006,AI564315,M,AOI100114,39.0
1007,CI24485,1,SI2514,36.0,09-11-2006,AI564257,M,AOI100408,
1008,CI24486,1,SI2514,121.0,09-11-2006,AI564316,M,AOI100438,54.0
1009,CI24487,1,SI2514,170.0,07-11-2006,AI564317,M,AOI100432,39.0
1010,CI24488,1,SI2514,93.0,07-11-2006,AI564318,M,AOI100439,54.0
1011,CI24489,1,SI2515,130.0,06-11-2006,AI564319,M,AOI100309,56.0
1012,CI24490,1,SI2499,119.0,06-11-2006,AI564320,M,AOI100386,86.0
1013,CI24491,1,SI2499,3394.0,06-11-2006,AI563576,M,AOI100001,86.0
1014,CI24492,1,SI2499,113.0,06-11-2006,AI564321,M,AOI100440,86.0
1015,CI24493,1,SI2499,432.0,06-11-2006,AI564275,M,AOI100013,86.0
1016,CI24494,1,SI2515,40.0,06-11-2006,AI564208,M,AOI100378,80.0
1017,CI24495,1,SI2515,68.0,06-11-2006,AI564322,M,AOI100441,76.0
1019,CI24497,1,SI2517,53.0,09-11-2006,AI564324,M,AOI100173,39.0
1020,CI24498,1,SI2517,79.0,08-11-2006,AI564325,M,AOI100120,39.0
1021,CI24499,1,SI2517,53.0,09-11-2006,AI564326,M,AOI100442,54.0
1022,CI24500,1,SI2519,126.0,05-11-2006,AI564327,M,AOI100011,39.0
1023,CI24501,1,SI2516,79.0,09-11-2006,AI564328,M,AOI100424,39.0
1024,CI24502,1,SI2516,239.0,09-11-2006,AI564282,M,AOI100423,39.0
1025,CI24503,1,SI2516,220.0,09-11-2006,AI564329,M,AOI100443,39.0
1026,CI24504,1,SI2516,255.0,08-11-2006,AI564330,F,AOI100150,56.0
1027,CI24505,1,SI2516,177.0,08-11-2006,AI564331,M,AOI100444,32.0
1028,CI24506,1,SI2516,163.0,08-11-2006,AI564332,M,AOI100445,54.0
1029,CI24507,1,SI2516,363.0,07-11-2006,AI564284,M,AOI100229,23.0
1030,CI24508,1,SI2516,106.0,07-11-2006,AI564333,M,AOI100079,39.0
1031,CI24509,1,SI2514,98.0,07-11-2006,AI564334,M,AOI100228,54.0
1032,CI24510,1,SI2514,57.0,07-11-2006,AI564335,M,AOI100408,54.0
1033,CI24511,1,SI2499,361.0,06-11-2006,AI563576,M,AOI100001,86.0
1034,CI24512,1,SI2499,323.0,06-11-2006,AI563576,M,AOI100001,86.0
1035,CI24513,1,SI2500,68.0,06-10-2006,AI564336,M,AOI100446,86.0
1036,CI24514,1,SI2500,31.0,05-10-2006,AI564337,M,AOI100447,
1038,CI24516,1,SI2500,158.0,05-10-2006,AI564339,M,AOI100449,
1039,CI24517,1,SI2500,64.0,05-10-2006,AI564340,M,AOI100348,
1041,CI24519,1,SI2500,37.0,05-10-2006,AI564342,M,,
1042,CI24520,1,SI2500,143.0,06-10-2006,AI564343,F,AOI100451,
1043,CI24521,1,SI2501,591.0,26-09-2006,AI564344,M,AOI100174,86.0
1044,CI24522,1,SI2501,3702.0,26-09-2006,AI564275,M,AOI100013,86.0
1045,CI24523,1,SI2501,538.0,26-09-2006,AI564345,M,AOI100173,49.0
1046,CI24524,1,SI2501,1429.0,27-09-2006,AI564346,M,AOI100022,52.0
1047,CI24525,1,SI2501,4728.0,26-09-2006,AI564275,M,AOI100013,86.0
1048,CI24526,1,SI2501,181.0,26-09-2006,AI564347,M,AOI100063,32.0
1049,CI24527,1,SI2501,6726.0,26-09-2006,AI564348,F,AOI100032,46.0
1050,CI24528,1,SI2501,436.0,26-09-2006,AI564345,M,AOI100173,61.0
1051,CI24529,1,SI2501,121.0,26-09-2006,AI564347,M,AOI100063,86.0
1052,CI24530,1,SI2501,6814.0,26-09-2006,AI563815,M,AOI100173,29.0
1053,CI24531,1,SI2501,1528.0,26-09-2006,AI564345,M,AOI100173,49.0
1054,CI24532,1,SI2501,2719.0,26-09-2006,AI564344,M,AOI100174,62.0
1055,CI24533,1,SI2501,1063.0,26-09-2006,AI564345,M,AOI100173,86.0
1056,CI24534,1,SI2501,4233.0,26-09-2006,AI564349,M,AOI100063,49.0
1057,CI24535,1,SI2501,636.0,26-09-2006,AI564275,M,AOI100013,86.0
1058,CI24536,2,SI2502,60.0,01-12-2006,AI564350,M,AOI100452,162.0
1059,CI24537,2,SI2502,134.0,01-12-2006,AI564351,M,AOI100453,162.0
1060,CI24538,2,SI2502,241.0,01-12-2006,AI564352,F,AOI100454,162.0
1061,CI24539,2,SI2502,240.0,01-12-2006,AI564353,M,AOI100455,162.0
1062,CI24540,2,SI2502,173.0,01-12-2006,AI564354,M,AOI100452,162.0
1063,CI24541,2,SI2502,63.0,01-12-2006,AI564355,M,AOI100456,162.0
1064,CI24542,2,SI2502,116.0,30-11-2006,AI564356,M,AOI100457,162.0
1065,CI24543,2,SI2502,28.0,01-12-2006,AI564357,M,AOI100458,162.0
1066,CI24544,2,SI2502,289.0,30-11-2006,AI564358,M,AOI100454,162.0
1067,CI24545,2,SI2502,61.0,30-11-2006,AI564359,M,AOI100459,162.0
1068,CI24546,2,SI2502,41.0,30-11-2006,AI564357,M,AOI100458,162.0
1069,CI24547,2,SI2502,89.0,30-11-2006,AI564360,M,AOI100460,162.0
1070,CI24548,2,SI2502,149.0,30-11-2006,AI564361,M,AOI100461,162.0
1071,CI24549,2,SI2502,104.0,30-11-2006,AI564362,M,AOI100462,162.0
1072,CI24550,2,SI2502,354.0,30-11-2006,AI564363,M,AOI100463,162.0
1073,CI24551,2,SI2502,107.0,30-11-2006,AI564364,F,AOI100454,162.0
1074,CI24552,2,SI2502,402.0,30-11-2006,AI564365,M,AOI100464,162.0
1075,CI24553,2,SI2502,259.0,30-11-2006,AI564366,F,AOI100465,162.0
1076,CI24554,2,SI2502,128.0,30-11-2006,AI564367,M,AOI100466,162.0
1077,CI24555,2,SI2502,174.0,01-12-2006,AI564368,M,AOI100467,162.0
1078,CI24556,2,SI2502,83.0,01-12-2006,AI564369,F,AOI100468,162.0
1079,CI24557,2,SI2502,183.0,01-12-2006,AI564370,M,AOI100469,162.0
1080,CI24558,2,SI2502,314.0,01-12-2006,AI564371,F,AOI100460,162.0
1081,CI24559,2,SI2502,118.0,01-12-2006,AI564372,F,AOI100470,162.0
1082,CI24560,2,SI2502,92.0,01-12-2006,AI564373,M,AOI100471,162.0
1083,CI24561,2,SI2502,127.0,01-12-2006,AI564368,M,AOI100467,162.0
1084,CI24562,2,SI2502,294.0,01-12-2006,AI564374,M,AOI100454,162.0
1085,CI24563,2,SI2502,49.0,30-11-2006,AI564375,M,AOI100456,162.0
1086,CI24564,2,SI2502,193.0,30-11-2006,AI564376,F,AOI100472,162.0
1087,CI24565,2,SI2502,147.0,30-11-2006,,,,162.0
1088,CI24566,2,SI2502,315.0,30-11-2006,AI564377,M,AOI100473,162.0
1089,CI24567,2,SI2502,78.0,30-11-2006,AI564378,M,AOI100460,162.0
1090,CI24568,2,SI2502,78.0,30-11-2006,AI564379,M,AOI100474,162.0
1091,CI24569,2,SI2502,295.0,30-11-2006,AI564380,M,AOI100475,162.0
1092,CI24570,2,SI2502,163.0,30-11-2006,AI564381,M,AOI100476,162.0
1093,CI24571,2,SI2502,244.0,30-11-2006,AI564382,M,AOI100477,162.0
1094,CI24572,2,SI2502,166.0,30-11-2006,AI564383,F,AOI100030,162.0
1095,CI24573,1,SI2503,141.0,26-09-2003,AI564384,M,AOI100478,31.0
1096,CI24574,1,SI2503,91.0,24-09-2003,AI564385,M,,58.0
1098,CI24576,1,SI2503,54.0,26-09-2003,AI563697,M,AOI100092,30.0
1099,CI24577,1,SI2503,114.0,26-09-2003,AI564387,F,AOI100181,29.0
1100,CI24578,1,SI2503,47.0,22-09-2003,AI563762,M,AOI100135,41.0
1101,CI24579,1,SI2503,111.0,26-09-2003,AI564388,M,AOI100480,29.0
1102,CI24580,1,SI2503,26.0,23-09-2003,AI563576,M,AOI100001,29.0
1103,CI24581,1,SI2503,26.0,22-09-2003,AI563780,F,AOI100001,29.0
1104,CI24582,2,SI2506,18.0,13-05-2004,AI564135,M,AOI100002,
1105,CI24583,1,SI2504,312.0,19-01-2004,AI564389,M,AOI100481,51.0
1106,CI24584,1,SI2505,269.0,06-07-2005,AI564390,M,AOI100057,112.0
1107,CI24585,1,SI2503,96.0,26-09-2003,AI564391,F,AOI100204,60.0
1108,CI24586,1,SI2503,114.0,23-09-2003,AI564090,M,AOI100267,29.0
1109,CI24587,1,SI2503,270.0,24-09-2003,AI564392,M,AOI100482,23.0
1110,CI24588,1,SI2503,232.0,26-09-2003,AI564346,M,AOI100022,48.0
1111,CI24589,1,SI2503,74.0,24-09-2003,AI564393,M,AOI100483,29.0
1112,CI24590,1,SI2503,250.0,24-09-2003,AI564394,M,AOI100312,30.0
1113,CI24591,1,SI2503,117.0,25-09-2003,AI564395,F,AOI100192,41.0
1114,CI24592,1,SI2503,225.0,25-09-2003,AI564396,M,AOI100153,29.0
1115,CI24593,1,SI2505,139.0,06-07-2005,AI564390,M,AOI100057,
1116,CI24594,1,SI2508,15.0,26-11-2004,AI564215,M,AOI100390,
1117,CI24595,1,SI2508,46.0,26-11-2004,AI564397,M,AOI100358,112.0
1118,CI24596,1,SI2508,38.0,25-11-2004,AI564256,F,AOI100130,39.0
1119,CI24597,1,SI2508,20.0,26-11-2004,AI564255,F,AOI100130,39.0
1120,CI24598,1,SI2508,8.0,26-11-2004,AI564219,M,AOI100393,
1121,CI24599,1,SI2508,8.0,26-11-2004,AI564282,M,AOI100423,
1122,CI24600,1,SI2508,74.0,25-11-2004,AI564398,M,AOI100484,39.0
1123,CI24601,1,SI2508,19.0,25-11-2004,AI564399,M,AOI100393,
1124,CI24602,1,SI2508,31.0,25-11-2004,AI564256,F,AOI100130,39.0
1125,CI24603,1,SI2510,33.0,13-05-2004,AI564258,M,AOI100130,39.0
1126,CI24604,1,SI2510,92.0,13-05-2004,AI563576,M,AOI100001,53.0
1127,CI24605,1,SI2508,42.0,25-11-2004,AI564256,F,AOI100130,39.0
1128,CI24606,1,SI2508,92.0,25-11-2004,AI564258,M,AOI100130,39.0
1129,CI24607,1,SI2508,1055.0,26-11-2004,AI564215,M,AOI100390,55.0
1130,CI24608,1,SI2508,92.0,26-11-2004,AI564400,M,AOI100314,39.0
1131,CI24609,1,SI2508,30.0,26-11-2004,AI564401,M,AOI100080,54.0
1132,CI24610,1,SI2508,166.0,26-11-2004,AI563576,M,AOI100001,54.0
1133,CI24611,1,SI2508,7.0,26-11-2004,AI564219,M,AOI100393,
1134,CI24612,1,SI2509,14.0,07-07-2005,AI564219,M,AOI100393,
1135,CI24613,1,SI2509,244.0,30-06-2005,AI564278,M,AOI100419,54.0
1136,CI24614,1,SI2509,71.0,30-06-2005,AI564399,M,AOI100393,
1137,CI24615,1,SI2509,53.0,01-07-2005,AI563576,M,AOI100001,
1138,CI24616,1,SI2509,33.0,06-07-2005,AI563780,F,AOI100001,
1139,CI24617,1,SI2507,154.0,06-07-2005,AI564217,M,AOI100080,54.0
1140,CI24618,1,SI2507,75.0,21-01-2004,AI564219,M,AOI100393,
1141,CI24619,1,SI2509,97.0,02-07-2005,AI563576,M,AOI100001,
1142,CI24620,1,SI2507,81.0,30-06-2005,AI564278,M,AOI100419,54.0
1143,CI24621,1,SI2507,6596.0,17-06-2003,AI563680,M,AOI100080,39.0
1144,CI24622,1,SI2507,336.0,21-01-2004,AI563576,M,AOI100001,49.0
1145,CI24623,1,SI2507,45.0,26-11-2004,AI564401,M,AOI100080,54.0
1146,CI24624,1,SI2507,52.0,05-05-2004,AI564258,M,AOI100130,39.0
1147,CI24625,1,SI2507,134.0,08-07-2005,AI564402,M,AOI100103,62.0
1148,CI24626,1,SI2507,53.0,21-01-2004,AI564258,M,AOI100130,39.0
1149,CI24627,1,SI2508,7.0,25-11-2004,AI564399,M,AOI100393,
1150,CI24628,1,SI2507,28.0,06-07-2005,AI564255,F,AOI100130,60.0
1151,CI24629,1,SI2507,159.0,30-06-2005,AI564399,M,AOI100393,39.0
1152,CI24630,1,SI2507,31.0,07-07-2005,AI564219,M,AOI100393,
1154,CI24632,1,SI2511,19.0,23-11-2005,AI564404,M,AOI100393,
1155,CI24633,1,SI2511,871.0,23-11-2005,AI564217,M,AOI100080,39.0
1156,CI24634,1,SI2512,35.0,27-04-2005,AI564403,M,AOI100485,
1157,CI24635,1,SI2511,19.0,23-11-2005,AI564219,M,AOI100393,
1158,CI24636,1,SI2510,16.0,13-05-2004,AI564210,M,AOI100130,
1159,CI24637,1,SI2510,225.0,13-05-2004,AI564255,F,AOI100130,62.0
1160,CI24638,1,SI2510,341.0,13-05-2004,AI563576,M,AOI100001,49.0
1161,CI24639,1,SI2510,388.0,13-05-2004,AI564256,F,AOI100130,62.0
1162,CI24640,1,SI2508,22.0,26-11-2004,AI564405,F,AOI100486,
1163,CI24641,1,SI2508,17.0,25-11-2004,AI564406,M,AOI100487,
1164,CI24642,1,SI2508,18.0,25-11-2004,AI564258,M,AOI100130,
1165,CI24643,1,SI2508,22.0,26-11-2004,AI564215,M,AOI100390,
1166,CI24644,1,SI2508,34.0,25-11-2004,AI564407,M,AOI100488,
1167,CI24645,1,SI2508,35.0,26-11-2004,AI564408,M,AOI100486,
1168,CI24646,1,SI2508,11.0,26-11-2004,AI563576,M,AOI100001,
1169,CI24647,1,SI2508,20.0,25-11-2004,AI564256,F,AOI100130,
1170,CI24648,1,SI2508,18.0,26-11-2004,AI564217,M,AOI100080,
1171,CI24649,1,SI2508,10.0,25-11-2004,AI564409,M,AOI100489,
1172,CI24650,1,SI2508,21.0,26-11-2004,AI564408,M,AOI100486,
1173,CI24651,1,SI2509,431.0,08-07-2005,AI564402,M,AOI100103,62.0
1174,CI24652,1,SI2509,26.0,06-07-2005,AI564210,M,AOI100130,60.0
1175,CI24653,1,SI2509,69.0,06-07-2005,AI564255,F,AOI100130,60.0
1176,CI24654,1,SI2509,115.0,30-06-2005,AI564410,M,AOI100025,39.0
1177,CI24655,1,SI2509,155.0,07-07-2005,AI564217,M,AOI100080,54.0
1178,CI24656,1,SI2508,18.0,26-11-2004,AI564219,M,AOI100393,112.0
1179,CI24657,1,SI2507,155.0,26-11-2004,AI564240,M,AOI100068,128.0
1180,CI24658,1,SI2508,20.0,25-11-2004,AI564409,M,AOI100489,
1181,CI24659,1,SI2508,7.0,26-11-2004,AI563576,M,AOI100001,
1182,CI24660,1,SI2508,20.0,26-11-2004,AI564217,M,AOI100080,
1183,CI24661,1,SI2508,11.0,25-11-2004,AI564398,M,AOI100484,
1184,CI24662,1,SI2508,33.0,26-11-2004,AI564411,M,AOI100373,
1185,CI24663,1,SI2508,27.0,25-11-2004,AI564406,M,AOI100487,
1187,CI24665,2,SI2513,33.0,27-09-2006,AI564413,M,AOI100011,23.0
1188,CI24666,2,SI2513,99.0,27-09-2006,AI564414,M,AOI100491,23.0
1189,CI24667,2,SI2513,64.0,27-09-2006,AI564415,M,AOI100492,23.0
1192,CI24670,1,SI2518,678.0,29-03-2006,AI564418,M,AOI100494,27.0
1193,CI24671,2,SI2518,285.0,29-03-2006,AI564418,M,AOI100494,
1194,CI24672,1,SI2518,5103.0,29-03-2005,AI564418,M,AOI100494,27.0
1195,CI24673,2,SI2520,646.0,06-03-2007,AI564419,M,AOI100495,
1196,CI24674,2,SI2447,727.0,06-03-2007,AI564420,M,AOI100496,57.0
1197,CI24675,1,SI2498,360.0,08-03-2006,AI564421,M,AOI100497,23.0
1198,CI24676,2,SI2526,162.0,08-03-2007,AI564422,M,AOI100498,57.0
1199,CI24677,1,SI2521,46.0,08-12-2006,,,,112.0
1200,CI24678,1,SI2522,176.0,08-12-2006,AI563734,M,AOI100114,72.0
1201,CI24679,1,SI2526,258.0,09-03-2007,AI564275,M,AOI100013,57.0
